"term","definition","FNA_ID"
"_dentate","Generally truncate but with the number of antrorse, attenuate, distal lobes indicated by the prefix; as in tridentate.","2e2eb905-8333-4688-9d91-4e613f0247e1"
"_dentate","Having the number of orders of dentes (teeth) indicated by the prefix, one upon another; as in twice-dentate.  See also ...crenate (...-scalloped), ...serrate (...-sawtoothed).","5bb65dfa-1137-4463-8dc9-fb90e0f8a48e"
"denticulate","Finely dentate (toothed).  See also crenate (scalloped), crenulate (small-scalloped), serrate (sawtoothed), serrulate (small-sawtoothed).","973a1adf-3f47-41c0-ad9c-029826f44478"
"depressed","Flattened distally, perpendicular to the longitudinal axis, as though pressed from the top, the external surface otherwise basically convex.  Often used in combination with some other term that describes the overall shape exclusive of ('before') flattening, e.g., depressed-globose.  See also compressed (complanate), obcompressed.","eec3dba3-b0af-4fd6-b8ca-9c660864d03f"
"derivation","Ontogenetic origin.","d72093d2-8ecb-43cb-b946-e419b0d9120e"
"descending","Salient at its base and then curving downward or backward.","8c49fdfb-7604-4959-a552-62731e173f98"
"determinate","Having the terminal (central, apical, or distal) portion differentiating first and the lateral (peripheral, basal, or proximal) portions later, development thus proceeding sequentially downward or outward, growth of the whole thereby organizationally limited.","fd451ef8-7bd5-42f9-8e68-63bd985e6eb9"
"development","Mode or pattern of growth and differentiation.","9b3936ac-d435-4743-943d-9ff9bf8b31ac"
"dextrorse","Directed to the right, relative to the direction of growth along an explicit or implicit axis of reference.  See also sinistrorse (leftward).","19ad3051-5111-47d8-a194-71036e24ad3b"
"di_","Indicating presence of or constitution by two entities of the type denoted by the term's stem; as in  diadelphous, dicyclic, dimerous.  See also individual entries for terms with this prefix whose meanings, at least in some applications, are more specific than usually indicated by such combination; and also double-... (bi..., twice-...).","5fa3f69b-2eb1-4cb9-86af-4e8a3a222412"
"diacytic","Having two subsidiary cells that together surround it, their common wall oriented perpendicular to its long axis.","f1a0eaae-5e32-4cf0-98c1-e1106bc34101"
"dialypetalous","Having two or more distinct petals; having the petals unfused.","60593652-89e3-4a1d-af42-b71a228d6f11"
"dialysepalous","Having two or more distinct sepals; having the sepals unfused.","348fd30a-2629-4564-8ef0-f8c8e5951f58"
"diamond-shaped","Transversely square, broadest and longitudinally angular at the middle, regularly attenuate to angular ends, all faces essentially plane; like the stylized shape of a diamond.","d4542699-9e62-4676-833a-f88512a84cac"
"diaphragmed","Uninterrupted by cavities but heterogeneous in texture at axis maturity, with sectors of spongy tissue separated by relatively thin transverse plates of denser tissue that occur at the nodes or are otherwise regularly spaced along the axis.","1f50a76d-733d-4da9-9816-1cb6e74fcbca"
"dichasiate","Comprising one or more simple or compound dichasia.  See also cincinnate, cymose, cymulose, helicoid-cymose, monochasiate, scorpioid-cymose.","e735e66f-cf60-4fdf-99dd-3ca7f3427dd2"
"dichasiiform","Resembling a dichasium, but not strictly such.","51b59a2e-7eee-4d42-90eb-e847684625b3"
"dichasium","Determinate and falsely dichotomous with each axial segment bearing a sessile terminal flower and either a pair of opposite pedicellate lateral flowers or a pair of opposite lateral branches.  See also cincinnus, cyme, cymule, helicoid cyme, monochasium, scorpioid cyme.","8b934c22-cad0-46b2-b79b-4394fb7c6673"
"dichasia","Determinate and falsely dichotomous with each axial segment bearing a sessile terminal flower and either a pair of opposite pedicellate lateral flowers or a pair of opposite lateral branches.  See also cincinnus, cyme, cymule, helicoid cyme, monochasium, scorpioid cyme.","a10794b5-f1a8-4de4-9a1f-97fb4ef5f204"
"dichasium-like","Resembling a dichasium, but not strictly such.","a66113b5-d8f6-483c-aa72-9be2e8dc57f7"
"dichlamydeous","Having a perianth differentiated into a distinct calyx (sepals) and corolla (petals).","fbdf943c-e7d7-4e2a-ba6b-549a71576afc"
"dichogamous","Having the androecium and gynoecium becoming functionally mature at different times.","9c23f255-2fff-44fa-b295-71fa4eeee358"
"dichotomous","Branching by division of the apical meristem producing two coordinate but not necessarily equal derivatives from each division.","7e6e0ebd-ba27-407f-a3c8-6a8a2c9878c1"
"diclesium","An achene enveloped by a persistent, free perianth base.","6ea25ab3-8a28-459d-9a97-26c849c31c1c"
"diclesia","An achene enveloped by a persistent, free perianth base.","f1b9229b-956e-4df1-a0ac-399b813bc534"
"diclinous","Having all flowers functionally unisexual.  See also monoclinous (synoecious).","22e74f98-23b6-4d85-a000-f26a3c412e05"
"didynamous","Diadelphous with two stamens in each set.  See also tetradynamous.","60b716f2-9572-4c5f-a47e-51369fac57a1"
"diffuse","Having branches remote and divergent to divaricate.","9d34ff30-d94f-4c9a-b6f4-2107b2de3ed7"
"diffuse root","Any member of a dense system of adventitious, slender roots that arise from the base of a main stem and functionally replace an evanescent primary root.","95a6483a-c35d-4732-917a-82fed0a483dd"
"diffuse-porous","Homogeneously porous, the vessels not differentially disposed by size or number.","b912522c-b3d1-408e-b7c3-52f1d1182488"
"diffuse-rooted","Having a dense system of adventitious, slender roots that arise from the base of the main stem and functionally replace an evanescent primary root.  See also taprooted.","0eef56aa-14f0-48a6-9528-9ae4182e053f"
"digamous","Bearing flowers of two differing sexual constitutions; esp. in Asteraceae (Compositae).","0a6083bd-b8ae-48c9-af77-8868c4e7c89e"
"digitate","Compound with one order of leaflets all inserted at a common point and diverging from one another; or lobed (cleft, divided, parted, segmented), incised or ribbed in a similar hand-like pattern.  Unless qualified to indicate otherwise, this term usually is understood to mean 'palmately once-compound.'  See also ...palmate, palmatifid, palmatipinnate, ternate.","7e90c0c8-5463-4ae6-b039-d82f64e86f25"
"_digitate","Compound with the number of orders of leaflets indicated by the prefix, each order digitate; as in tridigitate.","e13551ce-f771-40d2-a72b-37388f1ec73a"
"dilate","Narrow at one end and broadening toward the other; esp. when essentially terete at the narrow proximal end and seemingly flattened distally, as some anther filaments.","6853d2f8-39b0-4e94-b874-6a09df990ce8"
"dilated","Narrow at one end and broadening toward the other; esp. when essentially terete at the narrow proximal end and seemingly flattened distally, as some anther filaments.","3bf633ca-1889-4763-bfc7-40275ef23638"
"dimidiate","Halved, figuratively; bilaterally asymmetric, nearly or wholly lacking one side as implicitly compared with some corresponding bilaterally symmetric structure, real or imagined.","f4aa5710-8db1-42a9-b5b1-a09cc6b38569"
"dimidiate","Halved, figuratively; bilaterally asymmetric, nearly or wholly lacking one side as implicitly compared with some corresponding bilaterally symmetric structure, real or imagined.","3655eb44-7b95-46fd-b9a3-cd5c31776915"
"dioecious","Having all flowers or spikelets functionally unisexual, each plant having only staminate or only pistillate types.  See also monoecious.","11642198-5ce5-494e-9acf-012b88866861"
"diplecolobal","Incumbent but with the cotyledons folded together twice or more, the folds transverse.","1a4c777e-dc46-4d8a-870b-cd222dd06870"
"diplostemonous","Having the stamens dicyclic, the proximal whorl with members directly above the sepals, the distal whorl with members directly above the petals.  See also obdiplostemonous.","f72d7549-c698-4288-81a5-270cf2e8409a"
"diplotegium","A pyxis with accessory tissue adnate to the pericarp; derived from an inferior ovary.","9a9b72d6-d703-43c4-92d9-f3e69345ecdb"
"diplotegia","A pyxis with accessory tissue adnate to the pericarp; derived from an inferior ovary.","f6900203-e2b1-4a60-8ac8-e740dda1e569"
"disarticulating","Articulate(d) and with the main portions of the whole separating at the joints upon maturity or senescence.","efb1ea5f-9c0d-45c8-82eb-4fa73919a7e5"
"disc","Any distinct, annular to discoid structure produced from or borne upon a floral receptacle between or basal to any of the sets of floral organs; usually fleshy, often nectariferous.","526f9f1f-467d-4cc5-b788-f56bf62a2701"
"disk","Any distinct, annular to discoid structure produced from or borne upon a floral receptacle between or basal to any of the sets of floral organs; usually fleshy, often nectariferous.","352d01f8-92b0-42d0-b15d-17d19ad467f8"
"disc","Collectively, the disc florets of a capitulum (head), or the surface presented by them.","087859f5-83e1-4d73-a840-5fee8ed08711"
"disk","Collectively, the disc florets of a capitulum (head), or the surface presented by them.","27ddb191-2f2c-48c8-ab56-361383957f9f"
"disc floret","A floret that has an actinomorphic corolla, is bisexual, functionally staminate, or functionally pistillate, and is borne in a radiate, discoid, disciform, or radiant capitulum (head) interior (distal) to any peripheral series of differing florets that may be present; in Asteraceae (Compositae).","cec71a8a-8600-4a30-a593-46b2b3dbf892"
"discal","Upon or otherwise directly associated with the floral disc.","6f941bef-a7ce-4dbd-811e-34375315b9eb"
"discal","Upon or otherwise directly associated with the floral disc.","62998414-b5a1-4f17-ba88-a66d16afd207"
"disciform","Relatively thin with two round, plane or convex, opposite broad faces and a rounded circumferential edge; like a disc.  See also lenticular (biconvex, lens-shaped), meniscoid, placentiform (placenta-shaped), trochlear (pulley-wheel-shaped).","132b44ab-4f84-427d-88f0-18582c1bc4c5"
"disciform","Bearing one or more peripheral series of florets that are usually pistillate and that have relatively slender actinomorphic corollas, and one or more central series of florets that are bisexual or functionally staminate and that have relatively broader actinomorphic corollas; in Asteraceae (Compositae).","2b5f4dd9-5534-474a-b078-be7cce9fbd53"
"discoid","Relatively thin with two round, plane or convex, opposite broad faces and a rounded circumferential edge; like a disc.  See also lenticular (biconvex, lens-shaped), meniscoid, placentiform (placenta-shaped), trochlear (pulley-wheel-shaped).","8e7bb664-fb86-40e9-ad36-d8188a495b73"
"discoid","Bearing florets that all have actinomorphic corollas and that are all bisexual, or all functionally staminate, or all functionally pistillate; in Asteraceae (Compositae).","51f01423-1e38-4b6f-8f72-8c7774ae49de"
"discolor","Having surfaces of different colors; esp. leaves with differently colored adaxial and abaxial surfaces.","506b8645-8239-4451-ab34-3097b428ae0e"
"discolorous","Having surfaces of different colors; esp. leaves with differently colored adaxial and abaxial surfaces.","456965c7-593b-46d6-8e11-4a92ee4de69a"
"discrete","Not fused or joined with one another in any degree.","9b8175db-c58b-441e-b014-3c756b5fef21"
"disk","See disc.","223dc780-d597-4cfc-b156-e849b28a17a1"
"dissected","Having two or more component sectors or peripheral protrusions that are delimited by concavities in the surface or margin and that are not proximally distinct from the remainder of the whole.  The meanings of this term and its approximate synonyms sometimes have been supposed to differ according to the depth of the delimiting concavities relative to the midline or midpoint of the overall structure, and/or to the shape or proportions of the protusions or sectors; however, there has been little consistency in the applications of the various terms according to such distinctions, which are ones only of degree and are necessarily arbitrary in any case.  In general usage, these terms differ only indistinctly and connotatively: cleft, lobed (or lobate), parted (or partite) and segmented tend to connote fewer protrusions or sectors; lobate usually connotes as well a generally rounded shape; dissected tends to connote more numerous sectors that are elongate and angular.  See also cut (incised, lacerate, torn), laciniate (slashed).","5438212c-aa86-4d1d-94a4-62c780e23b8b"
